Census_Tract_ID,Geographic Identifier,Area Name,Qualifying Name,Area (Land),Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,% Total Population: Under 5 Years,% Total Population: 55 to 64 Years,% Total Population: 65 to 74 Years,% Total Population: 75 to 84 Years,% Total Population: 85 Years and Over
CT_ID_TXT,Geo_GEOID,Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,SE_A01001_001,SE_A01001_002,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
06037128303,14000US06037128303,Census Tract 1283.03,"Census Tract 1283.03, Los Angeles County, California",413944,0,3780,218,90,37,0,5.77,10.85,2.38,0.98,0
06037128400,14000US06037128400,Census Tract 1284,"Census Tract 1284, Los Angeles County, California",1725915,0,4643,234,326,85,53,5.04,12.45,7.02,1.83,1.14
06037128500,14000US06037128500,Census Tract 1285,"Census Tract 1285, Los Angeles County, California",973792,0,4145,307,469,113,62,7.41,8.93,11.31,2.73,1.5
06037128601,14000US06037128601,Census Tract 1286.01,"Census Tract 1286.01, Los Angeles County, California",681877,0,4834,448,178,97,0,9.27,8.19,3.68,2.01,0
06037128602,14000US06037128602,Census Tract 1286.02,"Census Tract 1286.02, Los Angeles County, California",1134347,0,2892,220,419,78,9,7.61,14.25,14.49,2.7,0.31
06037128703,14000US06037128703,Census Tract 1287.03,"Census Tract 1287.03, Los Angeles County, California",809339,18542,3070,44,329,169,118,1.43,9.58,10.72,5.5,3.84
06037128704,14000US06037128704,Census Tract 1287.04,"Census Tract 1287.04, Los Angeles County, California",832961,0,2239,35,242,107,32,1.56,8.22,10.81,4.78,1.43
06037128801,14000US06037128801,Census Tract 1288.01,"Census Tract 1288.01, Los Angeles County, California",492122,0,3807,117,208,83,6,3.07,13,5.46,2.18,0.16
06037128802,14000US06037128802,Census Tract 1288.02,"Census Tract 1288.02, Los Angeles County, California",971169,0,4309,163,321,45,356,3.78,14.71,7.45,1.04,8.26
06037128910,14000US06037128910,Census Tract 1289.10,"Census Tract 1289.10, Los Angeles County, California",1298022,38748,4614,288,491,75,25,6.24,10.25,10.64,1.63,0.54
06037131021,14000US06037131021,Census Tract 1310.21,"Census Tract 1310.21, Los Angeles County, California",558128,4317,3465,83,110,67,21,2.4,10.48,3.17,1.93,0.61
06037131022,14000US06037131022,Census Tract 1310.22,"Census Tract 1310.22, Los Angeles County, California",498571,5662,2822,106,217,107,64,3.76,12.3,7.69,3.79,2.27
06037131023,14000US06037131023,Census Tract 1310.23,"Census Tract 1310.23, Los Angeles County, California",584038,4987,2946,247,133,20,50,8.38,15.14,4.51,0.68,1.7
06037131024,14000US06037131024,Census Tract 1310.24,"Census Tract 1310.24, Los Angeles County, California",844901,11039,3905,167,525,34,11,4.28,10.65,13.44,0.87,0.28
06037131100,14000US06037131100,Census Tract 1311,"Census Tract 1311, Los Angeles County, California",1101828,0,3289,132,281,70,70,4.01,13.5,8.54,2.13,2.13
06037131200,14000US06037131200,Census Tract 1312,"Census Tract 1312, Los Angeles County, California",1128421,0,3485,52,398,149,84,1.49,15.44,11.42,4.28,2.41
